show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description
s4231,Movie,Morya,India,2018,2011,Teens,121 min,Dramas,Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival.
s4232,Movie,Moshe Kasher: Live in Oakland,United States,2019,2012,Adults,61 min,Stand-Up Comedy,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.
s4233,TV Show,Mossad 101,Israel,2018,2017,Adults,2 Seasons,International TV Shows,"Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad."
s4234,TV Show,Most Beautiful Thing,Brazil,2020,2020,Adults,2 Seasons,International TV Shows,"A 1950s housewife goes to Rio de Janeiro to meet up with her husband, only to learn he's deserted her, but decides to stay and open a bossa nova club."
s4235,Movie,Mostly Sunny,Canada,2017,2016,Adults,83 min,Documentaries,"Explore the unconventional career of Sunny Leone, who transitioned from adult film star to Bollywood actress and reality TV star."
s4236,Movie,Mosul,United States,2020,2020,Adults,103 min,Action & Adventure,"After his life is saved by a rogue Iraqi squadron, a young police officer joins them in their fight against ISIS in a decimated Mosul."
s4237,Movie,MOTHER,Japan,2020,2020,Teens,127 min,Dramas,"Shuhei’s erratic mother feels threatened when he starts to awaken to a world beyond her distorted control, sending the family hurtling towards tragedy."
s4238,TV Show,Mother Goose Club,United States,2017,2016,Kids,2 Seasons,Kids' TV,Classic nursery rhymes and children's songs get a fresh twist in this high-energy program that helps kids learn as they dance and sing along.
s4239,Movie,Motichoor Chaknachoor,India,2020,2019,Teens,132 min,Comedies,"Pushing 40 and unemployed, a Dubai returnee desperate for a wife catches the eye of a Bhopal belle, who sees him solely as her ticket out of India."
s4240,Movie,Motor Mitraan Di,India,2018,2016,Older Kids,117 min,Comedies,"When three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader, they set out to expose him to society as a fake."
s4241,TV Show,Motown Magic,Australia,2019,2019,Kids,2 Seasons,Kids' TV,"Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush – and the classic sounds of Motown."
s4242,Movie,Motu Patlu: King of Kings,India,2017,2016,Older Kids,109 min,Children & Family Movies,"Motu and Patlu want to help a circus lion get back to the jungle. On the way, the three become caught up in an exciting adventure in the forest."
s4243,Movie,Mountain,Australia,2018,2017,Older Kids,74 min,Action & Adventure,"Featuring breathtaking imagery and thought-provoking narration, this film takes viewers to the summits of some of the world’s most amazing mountains."
s4244,TV Show,Move,United States,2020,2020,Adults,1 Season,Docuseries,Discover the brilliant dancers and choreographers who are shaping the art of movement around the world in this documentary series.
s4245,Movie,Movie 43,United States,2019,2013,Adults,94 min,Comedies,"An eye-popping cast stars in this sketch-comedy collage, the new millennium's homage to classic anthology films like The Kentucky Fried Movie."
s4246,TV Show,Moving Art,United States,2019,2018,Kids,3 Seasons,Docuseries,"Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers."
s4247,TV Show,Moving On,United States,2018,2016,Older Kids,1 Season,International TV Shows,"Family problems, relationship issues and professional challenges dog law graduate Melissa Chan following her return from London to Malaysia."
s4248,Movie,Mowgli: Legend of the Jungle,United Kingdom,2018,2018,Teens,105 min,Action & Adventure,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.
s4249,Movie,Mr. Chandramouli,India,2018,2018,Adults,131 min,Dramas,"When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge."
s4250,Movie,Mr. Church,United States,2018,2016,Teens,105 min,Dramas,"A temporary personal chef, a terminally ill single mother and her young daughter form an unlikely bond that redefines the meaning of family."
s4251,Movie,Mr. Deeds,United States,2020,2002,Teens,97 min,Comedies,"After inheriting a media empire, humble Longfellow Deeds moves to the Big Apple – where a reporter and a company bigwig are waiting to pounce on him."
s4252,Movie,Mr. Gaga: A True Story of Love and Dance,Israel,2017,2015,Teens,102 min,Documentaries,World-renowned choreographer Ohad Naharin is profiled in this vivid documentary that mixes rehearsal footage with insights about his influence.
s4253,TV Show,Mr. Iglesias,United States,2020,2020,Teens,3 Seasons,TV Comedies,Hilarious high school teacher Gabriel Iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater.
s4254,Movie,Mr. Peabody & Sherman,United States,2020,2014,Older Kids,93 min,Children & Family Movies,"Resurrected from the 1960s animated series ""Rocky and Bullwinkle,"" canine genius Mr. Peabody and young Sherman take a dizzying ride through time."
s4255,Movie,Mr. Pig,Mexico,2016,2016,Adults,97 min,Dramas,An aging California pig farmer whose property is on the brink of foreclosure makes a last-ditch trip across the border to sell his prized hog.
s4256,Movie,MR. RIGHT,United States,2020,2015,Adults,96 min,Action & Adventure,"Fresh off a bad relationship, thrill-seeking Martha finds romance and danger with Francis, a hit man who's decided to turn the tables on his clients."
s4257,Movie,Mr. Romantic,United States,2020,2009,Teens,97 min,Comedies,"When a carefree man is left with his uncle's fortune, he can only receive the riches on one condition: he must settle down with a good woman."
s4258,Movie,Mr. Roosevelt,United States,2017,2017,Adults,91 min,Comedies,"A struggling comedian returns to Austin, Texas, to see her ailing cat and face her messy past – while staying with her ex and his new girlfriend."
s4259,TV Show,Mr. Sunshine,South Korea,2018,2018,Adults,1 Season,International TV Shows,A young boy who ends up in the U.S. after the 1871 Shinmiyangyo incident returns to Korea at a historical turning point and falls for a noblewoman.
s4260,Movie,Mr. Virgin,Hong Kong,2018,1984,Teens,86 min,Comedies,"When a young man ignores a feng shui master’s warning and decides to marry before turning 30, a series of mishaps begins to curse his life."
s4261,Movie,Mr. Woodcock,United States,2019,2007,Teens,88 min,Comedies,"When a self-help author learns that his mother has fallen for his sadistic high school gym teacher, he tries to put a stop to their budding romance."
s4262,TV Show,Mr. Young,Canada,2019,2013,Kids,2 Seasons,Kids' TV,"After Adam graduates from college at age 14, he heads back to high school to teach science, where his crush and his best friends are his students!"
s4263,Movie,Mrs. Serial Killer,India,2020,2020,Adults,107 min,International Movies,"When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence."
s4264,Movie,Ms. Mammy,Egypt,2019,2012,Teens,90 min,Comedies,A successful advertising agency executive falls asleep on an airplane and wakes up in an alternate universe as a stay-at-home mom with three kids.
s4265,Movie,Mubarakan,India,2017,2017,Teens,153 min,Comedies,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes."
s4266,Movie,Much Ado About Nothing,Chile,2016,2016,Adults,96 min,Dramas,Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.
s4267,Movie,Much Loved,France,2017,2015,Adults,104 min,Dramas,Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.
s4268,Movie,Mucho Mucho Amor: The Legend of Walter Mercado,United States,2020,2020,Teens,96 min,Documentaries,"Dazzling and tender-hearted, legendary astrologer Walter Mercado vanished at the peak of his fame. This documentary poignantly explains what happened."
s4269,Movie,Mucize,Turkey,2017,2015,Teens,136 min,Dramas,"Sent away from his family to a remote mountain town, teacher Mahir helps the villagers build a school – and inspires a path to hope for them all."
s4270,Movie,Mud,United States,2021,2012,Teens,131 min,Dramas,"Two Mississippi teens meet peculiar drifter Mud and get caught up in his web of tall tales about lost love, crimes of passion and bounty hunters."
s4271,Movie,Mudbound,United States,2017,2017,Adults,135 min,Dramas,"Two Mississippi families – one black, one white – confront the brutal realities of prejudice, farming and friendship in a divided World War II era."
s4272,Movie,Mugamoodi,India,2018,2012,Teens,150 min,Action & Adventure,A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.
s4273,Movie,Mujeres arriba,Chile,2020,2019,Teens,98 min,Comedies,"A trio of best friends — a carefree bachelorette, a passionate mom and a perfectionist girlfriend — try to spice up their sex lives with their partners."
s4274,Movie,Mujhse Shaadi Karogi,India,2019,2004,Older Kids,158 min,Comedies,"Samir must overcome a hostile horoscope, a hot temper and a determined rival to win the heart of Rani, the love of his life."
s4275,Movie,Mujrim,India,2017,1989,Teens,163 min,Action & Adventure,"Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection."
s4276,Movie,Mukhsin,Malaysia,2020,2006,Older Kids,98 min,Children & Family Movies,"When young Mukhsin arrives in a new town, 10-year-old tomboy Orked adopts him as her new best friend, and the two develop a touching friendship that begins to spill over into the inklings of first love."
s4277,Movie,Mumbai Cha Raja,India,2016,2012,Adults,77 min,Dramas,"This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother."
s4278,Movie,Mumbai Delhi Mumbai,India,2020,2014,Adults,107 min,Comedies,"In Delhi for the first time, a Mumbai girl loses her phone but gets a surprise chance at true love with a local boy who begrudgingly helps her."
s4279,Movie,Mumbai Matinee,India,2019,2003,Teens,116 min,Comedies,"Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star."
s4280,Movie,Mumbai Meri Jaan,India,2018,2008,Adults,135 min,Dramas,"A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers."
s4281,Movie,Munafik 2,Malaysia,2019,2018,Adults,104 min,Horror Movies,"Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader."
s4282,Movie,Mundeyan Ton Bachke Rahin,India,2018,2014,Teens,139 min,Comedies,"When they both fall for the same girl, best pals and shameless womanizers Prince and Jassi go head-to-head to compete for her love."
s4283,Movie,Mune: Guardian of the Moon,France,2018,2014,Older Kids,85 min,Children & Family Movies,"When the old guardian of the moon retires, the mischievous Mune is chosen as his successor, but he worries he's not up to the job."
s4284,Movie,Muppets Most Wanted,United States,2020,2014,Older Kids,110 min,Children & Family Movies,"In the middle of their global tour, the Muppets inadvertently get mixed up in a perilous drama involving a gang of international jewel thieves."
s4285,Movie,Muqaddar ka Faisla,India,2020,1987,Teens,172 min,Action & Adventure,God-fearing Pandit Krishna Kant loses everything and turns to a life of crime after his landlord tries to rape his wife and tears his family apart.
s4286,Movie,Muramba,India,2017,2017,Adults,128 min,Comedies,A young man and his parents ponder the reasons behind the recent breakdown of a relationship he was in – and the possibility of reconciliation.
s4287,Movie,Muran,India,2018,2011,Teens,134 min,Action & Adventure,"When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal."
s4288,TV Show,Murder Maps,United Kingdom,2018,2017,Adults,3 Seasons,British TV Shows,Dramatic reenactments paired with archival sources artfully illustrate how police brought some of Britain's most infamous killers to justice.
s4289,TV Show,Murder Mountain,United States,2018,2018,Adults,1 Season,Crime TV Shows,"In Humboldt County, California, the big business of legal marijuana brings in visitors from around the world. Some are never seen again."
s4290,Movie,Murder Mystery,United States,2019,2019,Teens,98 min,Comedies,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht."
s4291,Movie,Murder Party,United States,2018,2007,Adults,79 min,Comedies,"A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party."""
s4292,Movie,Murder to Mercy: The Cyntoia Brown Story,United States,2020,2020,Adults,97 min,Documentaries,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question."
s4293,TV Show,Murderous Affairs,United States,2018,2017,Adults,3 Seasons,Crime TV Shows,"Mixing interviews with dramatic re-enactments, this series focuses on lethal love affairs and spouses driven to murder."
s4294,TV Show,Murphy's Law of Love,Taiwan,2016,2015,Older Kids,1 Season,International TV Shows,An online matchmaker who's convinced she's living under a curse finds her theories on life and love tested when she meets a shrewd divorce expert.
s4295,Movie,Music Teacher,India,2019,2019,Teens,102 min,Dramas,A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.
s4296,Movie,Must Be... Love,Philippines,2020,2013,Teens,106 min,Comedies,"When a teenage girl develops romantic feelings for her childhood best friend, she finds herself changing her ways to win him over."
s4297,Movie,Mustang Island,United States,2018,2017,Teens,86 min,Comedies,"After being dumped on New Year's Eve, Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town, but things get complicated along the way."
s4298,TV Show,Mutant Busters,Spain,2017,2017,Older Kids,2 Seasons,Kids' TV,"After a natural disaster known as the Big Fart leaves Earth divided, only Sheriff and his rebel misfits can protect the planet from a mutant invasion."
s4299,Movie,Mute,United Kingdom,2018,2018,Adults,127 min,Sci-Fi & Fantasy,"When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words."
s4300,Movie,Mutiny of the Worker Bees,Mexico,2020,2020,Adults,94 min,Comedies,"When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses."
s4301,Movie,Mutiny on the Bounty,United States,2019,1962,Older Kids,185 min,Action & Adventure,"Marlon Brando gives a nuanced performance as the aristocratic Lt. Fletcher Christian, an officer aboard the HMS Bounty who leads a mutiny against the ship's tyrannical Capt. Bligh."
s4302,Movie,Muzaffarnagar Baaqi Hai,India,2018,2015,Adults,136 min,Documentaries,"Through interviews with locals, this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of Uttar Pradesh."
s4303,Movie,My Amnesia Girl,Philippines,2020,2010,Teens,105 min,International Movies,"Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten."
s4304,TV Show,My Babysitter's a Vampire,Canada,2018,2012,Older Kids,2 Seasons,Kids' TV,"Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school."
s4305,Movie,My Babysitter's a Vampire: The Movie,Canada,2018,2010,Older Kids,80 min,Children & Family Movies,"When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah."
s4306,Movie,My Beautiful Broken Brain,United Kingdom,2016,2016,Teens,84 min,Documentaries,"After suffering a stroke at age 34, a woman documents her struggles, setbacks and eventual breakthrough as she relearns to speak, read and write."
s4307,Movie,My Big Night,Spain,2016,2015,Adults,97 min,Comedies,An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever.
s4308,Movie,My Birthday Song,India,2018,2018,Teens,92 min,Dramas,"After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction."
s4309,Movie,My Brother ... Nikhil,India,2018,2005,Older Kids,116 min,Dramas,"After being diagnosed HIV-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend."
s4310,TV Show,My Country: The New Age,South Korea,2019,2019,Teens,1 Season,International TV Shows,"At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything."
s4311,Movie,My Daddy is in Heaven,United States,2018,2017,Teens,95 min,Dramas,"After the sudden loss of her husband, a mother has a crisis of faith and struggles to keep her life together for the sake of her daughter and herself."
s4312,TV Show,My Dear Boy,Taiwan,2019,2017,Adults,1 Season,International TV Shows,"Heartbroken and romantically pessimistic, a commercial director meets a young artist and teaches him life-changing lessons about love."
s4313,TV Show,My Dear Warrior,Thailand,2019,2019,Teens,1 Season,International TV Shows,"Love leaps off the page when an astronomer magically meets her comic book hero in the flesh, but learns that his fictional problems are very real."
s4314,Movie,My Dog is My Guide,Egypt,2019,2013,Teens,99 min,Comedies,"Relocated to a new post and struggling to adjust, a police officer further complicates his life by falling for a woman he has little in common with."
s4315,Movie,My Entire High School Sinking Into the Sea,United States,2018,2016,Teens,77 min,Comedies,"After an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars."
s4316,Movie,My Ex & Whys,Philippines,2019,2017,Teens,121 min,Comedies,"Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back."
s4317,Movie,My Ex-Ex,Canada,2017,2015,Adults,91 min,Comedies,A recently dumped attorney hires a psychic to help her win back her boyfriend. Things take an unexpected turn when another ex re-enters the picture.
s4318,TV Show,My First First Love,South Korea,2019,2019,Teens,2 Seasons,International TV Shows,"Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between."
s4319,Movie,My Friend Pinto,India,2018,2011,Teens,100 min,Comedies,A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend.
s4320,Movie,My Fuhrer,Germany,2018,2007,Teens,91 min,Comedies,Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.
s4321,Movie,My Girl,United States,2020,1991,Teens,102 min,Dramas,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.
s4322,Movie,My Happy Family,Georgia,2017,2017,Teens,119 min,Dramas,"A middle-aged wife and mother of two shocks her traditional, multigenerational Georgian household when she announces she's going to live by herself."
s4323,TV Show,My Holo Love,United States,2020,2020,Teens,1 Season,International TV Shows,Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.
s4325,Movie,My Horrible Grandma,Egypt,2020,2012,Adults,100 min,Comedies,"As a man fumbles to keep things in order, his assertive grandmother tries to straighten out his life when she returns to live with him."
s4326,TV Show,My Hotter Half,United Kingdom,2019,2017,Older Kids,1 Season,British TV Shows,"Couples compete to see who can take the sexiest selfie, with the loser getting a much-needed makeover."
s4327,TV Show,My Husband Won't Fit,Japan,2019,2019,Adults,1 Season,International TV Shows,"Kumiko and Kenichi meet in college and build a happy marriage together. But over time, an unusual problem threatens to destroy their relationship."
s4328,Movie,My Life as a Zucchini,Switzerland,2017,2016,Teens,68 min,Comedies,"A 9-year-old boy finds his life upended when he's sent to live in an orphanage in this stop-motion animated tale of loss, friendship and young love."
s4329,TV Show,My Life My Story,United States,2017,2017,Teens,1 Season,International TV Shows,"Host RJ Anmol conducts in-depth interviews with prominent Indian celebrities, who share the stories that lie behind their successes and failures."
s4330,TV Show,My Little Baby,South Korea,2017,2016,Older Kids,1 Season,Crime TV Shows,A top detective in the violent crimes unit becomes the sole guardian of his 6-month-old niece when his sister and her husband pass away unexpectedly.
s4331,Movie,My Little Pony Equestria Girls: Forgotten Friendship,United States,2018,2018,Kids,44 min,Children & Family Movies,School yearbook editor Sunset Shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this.
s4332,Movie,My Little Pony Equestria Girls: Friendship Games,United States,2015,2015,Kids,72 min,Children & Family Movies,"Rainbow Dash, Applejack and friends compete against Crystal Prep Academy and their lead athlete, this world's Twilight Sparkle, in sporting events."
s4333,Movie,My Little Pony Equestria Girls: Legend of Everfree,United States,2016,2016,Older Kids,73 min,Children & Family Movies,"The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer."
s4334,Movie,My Little Pony Equestria Girls: Rainbow Rocks,United States,2014,2014,Kids,73 min,Children & Family Movies,"Rainbow Dash, Applejack, Pinkie Pie, Rarity and Fluttershy plan to perform with their new band at the Canterlot High musical showcase."
s4335,Movie,My Little Pony Equestria Girls: Rollercoaster of Friendship,United States,2018,2018,Kids,44 min,Children & Family Movies,"Rarity gets a summer job at Equestria Land, making Applejack feel jealous. But when their friends start vanishing, they must work together to find them."
s4336,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,United States,2018,2018,Kids,44 min,Children & Family Movies,"The ponies get in the spirit of the holidays by drawing names for a gift exchange, then race around Equestria in search of the perfect presents."
s4337,TV Show,My Little Pony: Friendship Is Magic,United States,2018,2018,Kids,8 Seasons,Kids' TV,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship."
s4338,TV Show,My Mister,South Korea,2020,2018,Adults,1 Season,Crime TV Shows,"In a world that is less than kind, a young woman and a middle-aged man develop a sense of kinship as they find warmth and comfort in one another."
s4339,Movie,My Mother's Wound,United States,2020,2016,Adults,115 min,Dramas,"After leaving the orphanage where he was raised, a teen searches for his family only to find work at a farm, where secrets of the past begin to surface."
s4340,TV Show,My MVP Valentine,Taiwan,2019,2002,Older Kids,1 Season,International TV Shows,"An unfortunate accident alters the life of a high school basketball prodigy, who abandons his beloved sport and becomes entangled in a love triangle."
s4341,TV Show,My Next Guest Needs No Introduction With David Letterman,United States,2020,2020,Adults,3 Seasons,Stand-Up Comedy & Talk Shows,TV legend David Letterman teams up with fascinating global figures for in-depth interviews and curiosity-fueled excursions in this monthly talk show.
s4342,Movie,My Next Guest with David Letterman and Shah Rukh Khan,United States,2019,2019,Older Kids,61 min,International Movies,"""King of Bollywood"" Shah Rukh Khan opens up about his rise to fame, his family and his billions of fans as he and Dave meet up in Mumbai and New York."
s4343,Movie,My Octopus Teacher,South Africa,2020,2020,Kids,86 min,Documentaries,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world."
s4344,TV Show,My Only Love Song,South Korea,2017,2017,Adults,1 Season,International TV Shows,"When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey."
s4345,Movie,My Only Mother,United States,2019,2013,Teens,104 min,Comedies,"After the untimely demise of her first three husbands, a stoic single mom is left to raise twelve children on her own and provide for her big family."
s4346,Movie,My Own Man,United States,2015,2015,Adults,82 min,Documentaries,"When a man discovers he will be the father to a boy, his fear and insecurities send him on an emotional, humorous quest for his own manhood."
s4347,TV Show,My Perfect Landing,Canada,2020,2020,Kids,1 Season,Kids' TV,Everything changes for talented young gymnast Jenny Cortez when she moves with her family from Miami to Toronto to open a new gymnastics club.
s4348,Movie,My Perfect Romance,Canada,2018,2018,Older Kids,92 min,Comedies,"Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs."
s4349,TV Show,My Pride,United States,2019,2018,Teens,1 Season,International TV Shows,"After their mother's death, Amal and her brothers struggle to live with their authoritarian father, whose cruelty and neglect break the family apart."
s4350,TV Show,My Runway,South Korea,2016,2016,Teens,1 Season,International TV Shows,An egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.
s4351,TV Show,My Sassy Girl,South Korea,2019,2017,Teens,1 Season,International TV Shows,A refined young Joseon scholar's life turns upside down after he rescues a drunk princess who later accuses him of taking something precious from her.
s4352,Movie,"My Schoolmate, the Barbarian",Hong Kong,2018,2001,Teens,90 min,Action & Adventure,"A brainy private school student is transferred to a far less elite institution, where he must fend off classmates who settle scores with fistfights."
s4353,Movie,My Scientology Movie,United Kingdom,2017,2015,Adults,99 min,Documentaries,"After speaking with former Scientology members and being stonewalled by higher-ups, filmmaker Louis Theroux hires actors to re-create alleged events."
s4354,TV Show,My Secret Romance,South Korea,2020,2017,Teens,1 Season,International TV Shows,A nutritionist gets entangled in a series of misunderstandings with her new chaebol boss – who turns out to be someone she slept with in the past.
s4355,TV Show,My Shy Boss,South Korea,2020,2017,Adults,1 Season,International TV Shows,The isolated life of an extreme introvert is thrown out of order when his company hires a new employee: a cheery extrovert who's not all she seems.
s4356,Movie,My Sister's Keeper,United States,2019,2009,Teens,109 min,Dramas,A former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11-year-old daughter.
s4357,Movie,My Sleeping Lover,Egypt,2020,2008,Older Kids,93 min,Comedies,"After undergoing hypnosis, Ramez finally meets the woman of his dreams — but his vision of her appearance doesn't quite match up with reality."
s4358,Movie,My Step Dad: The Hippie,Turkey,2020,2018,Adults,100 min,Comedies,"When three adult siblings meet the offbeat man who their widowed mom fawns over, they take drastic actions to stop them from ever getting married."
s4359,Movie,My Stupid Boss,Indonesia,2020,2016,Kids,107 min,Comedies,"After moving to Kuala Lumpur, Diana lands a secretary job at an ironworks owned by her husband's old college friend, possibly the world's worst boss."
s4360,Movie,My Stupid Boss 2,Indonesia,2020,2019,Teens,95 min,Comedies,"Having driven away many of his employees, Bossman and three of his long-suffering workers try to find cheap labor in Vietnam but find trouble instead."
s4361,Movie,My Suicide,United States,2018,2009,Adults,111 min,Comedies,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes reactions from friends and family."
s4362,TV Show,My Tattoo Addiction,United Kingdom,2019,2013,Adults,1 Season,British TV Shows,Ink junkies dig skin deep and share personal stories about their collection of body art.
s4363,Movie,"My Teacher, My Obsession",United States,2018,2018,Teens,86 min,Thrillers,"When Riley changed schools, she didn't expect the girls to crush on her English teacher dad. And he didn't expect a disturbing infatuation."
s4364,Movie,My Travel Buddy,Turkey,2019,2017,Adults,111 min,Comedies,"Days before Eid, a salesman fired from his job drives to Ayvalık to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy."
s4365,Movie,My True Friend,Thailand,2018,2012,Adults,108 min,Action & Adventure,A bullied student forms a bond with the leader of a youth gang and discovers the power and meaning of true friendship.
s4366,Movie,My Way,Italy,2016,2016,Teens,101 min,Documentaries,"Former Italian prime minister Silvio Berlusconi opens up about his life, including his sex scandals, corruption trials, and friendship with Putin."
s4367,Movie,My Week with Marilyn,United Kingdom,2019,2011,Adults,99 min,Dramas,"While filming a movie in England, Hollywood icon Marilyn Monroe slips away with a young Brit for a week of self-discovery and frivolity."
s4368,Movie,My Wife and I,South Africa,2019,2017,Adults,100 min,Comedies,"When a couple leaning toward divorce meets with a pastor for counseling, an unexpected development shakes up their marriage."
s4369,Movie,My Wife and My Wifey,United States,2019,2014,Teens,99 min,Comedies,A man finds his marriage to a dedicated women's rights activist facing some unexpected challenges over her commitment to the cause.
s4370,TV Show,Mystery Lab,Brazil,2020,2020,Older Kids,1 Season,Docuseries,"Host Felipe Castanhari explores science, history, mysteries and marvels, uncovering mind-blowing facts with help from his lab buddies."
s4371,TV Show,Mystery Science Theater 3000,United States,2018,1999,Teens,1 Season,TV Comedies,Hosts Joel and Mike and their robot companions offer hilarious running commentary on B movies they're forced to watch in these classic MST3K episodes.
s4372,TV Show,Mystery Science Theater 3000: The Return,United States,2018,2018,Teens,2 Seasons,TV Comedies,"The cult hit returns! Captured by mad scientists, new host Jonah survives a blitz of cheesy B movies by riffing on them with his funny robot pals."
s4373,Movie,Mystic Pizza,United States,2021,1988,Adults,104 min,Comedies,"In a small fishing town, three teenage girls from blue-collar families navigate life and love while working in a pizza parlor."
s4374,TV Show,Mystic Pop-up Bar,South Korea,2020,2020,Adults,1 Season,International TV Shows,A young man with a unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.
s4375,Movie,Mystic River,United States,2019,2003,Adults,138 min,Dramas,"Tragedy reunites childhood friends Sean, Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter."
s4376,TV Show,Mystic Whispers,Singapore,2017,2014,Teens,1 Season,International TV Shows,"After a car accident enables a young woman to hear mysterious sounds, she meets a mortician. Together, they listen to ghosts and try to help them."
s4377,Movie,Mythily Veendum Varunnu,India,2018,2017,Older Kids,88 min,Horror Movies,"After losing her father, a young woman moves to the city to earn money. When she finds a job at a mysterious bungalow, her worst nightmares come true."
s4378,TV Show,Mythomaniac,France,2019,2019,Adults,1 Season,International TV Shows,"Burned out and taken for granted, a working mom suspects her partner is cheating, so to win back his attentions, she feigns a medical diagnosis."
s4379,TV Show,Myths & Monsters,United Kingdom,2017,2017,Older Kids,1 Season,British TV Shows,This documentary series takes us to the mythic landscapes of Europe to explore some of most enduring legends produced by European culture.
s4380,Movie,Naa Bangaaru Talli,India,2018,2013,Teens,122 min,Dramas,"A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking."
s4381,Movie,Naam Shabana,India,2018,2017,Teens,141 min,Action & Adventure,"A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return, she must prove herself as one of their top recruits."
